"TIME","GEO","UNIT","SEX","INDIC_HE","Value","Flag and Footnotes"
"2019","Bulgaria","Year","Males","Life expectancy in absolute value at birth","71.6",""
"2019","Bulgaria","Year","Females","Healthy life years in absolute value at birth","68.4",""
"2019","Bulgaria","Year","Females","Life expectancy in absolute value at birth","78.8",""
"2019","Czechia","Year","Males","Healthy life years in absolute value at birth","61.7",""
"2019","Czechia","Year","Males","Life expectancy in absolute value at birth","76.4",""
"2019","Czechia","Year","Females","Healthy life years in absolute value at birth","62.6",""
"2019","Czechia","Year","Females","Life expectancy in absolute value at birth","82.2",""
"2019","Denmark","Year","Males","Healthy life years in absolute value at birth","59.0",""
"2019","Denmark","Year","Males","Life expectancy in absolute value at birth","79.5",""
"2019","Denmark","Year","Females","Healthy life years in absolute value at birth","58.8",""
"2019","Denmark","Year","Females","Life expectancy in absolute value at birth","83.5",""
"2019","Germany (until 1990 former territory of the FRG)","Year","Males","Healthy life years in absolute value at birth","65.4",""
"2019","Germany (until 1990 former territory of the FRG)","Year","Males","Life expectancy in absolute value at birth","79.0",""
"2019","Germany (until 1990 former territory of the FRG)","Year","Females","Healthy life years in absolute value at birth","67.1",""
"2019","Germany (until 1990 former territory of the FRG)","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2019","Estonia","Year","Males","Healthy life years in absolute value at birth","53.9",""
"2019","Estonia","Year","Males","Life expectancy in absolute value at birth","74.5",""
"2019","Estonia","Year","Females","Healthy life years in absolute value at birth","57.7",""
"2019","Estonia","Year","Females","Life expectancy in absolute value at birth","83.0",""
"2019","Ireland","Year","Males","Healthy life years in absolute value at birth","68.6",""
"2019","Ireland","Year","Males","Life expectancy in absolute value at birth","80.8",""
"2019","Ireland","Year","Females","Healthy life years in absolute value at birth","70.5",""
"2019","Ireland","Year","Females","Life expectancy in absolute value at birth","84.7",""
"2019","Greece","Year","Males","Healthy life years in absolute value at birth","65.6",""
"2019","Greece","Year","Males","Life expectancy in absolute value at birth","79.2",""
"2019","Greece","Year","Females","Healthy life years in absolute value at birth","66.4",""
"2019","Greece","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2019","Spain","Year","Males","Healthy life years in absolute value at birth","69.4",""
"2019","Spain","Year","Males","Life expectancy in absolute value at birth","81.1",""
"2019","Spain","Year","Females","Healthy life years in absolute value at birth","70.4",""
"2019","Spain","Year","Females","Life expectancy in absolute value at birth","86.7",""
"2019","France","Year","Males","Healthy life years in absolute value at birth","63.7",""
"2019","France","Year","Males","Life expectancy in absolute value at birth","79.9",""
"2019","France","Year","Females","Healthy life years in absolute value at birth","64.6",""
"2019","France","Year","Females","Life expectancy in absolute value at birth","85.9",""
"2019","Croatia","Year","Males","Healthy life years in absolute value at birth","56.4",""
"2019","Croatia","Year","Males","Life expectancy in absolute value at birth","75.5",""
"2019","Croatia","Year","Females","Healthy life years in absolute value at birth","58.5",""
"2019","Croatia","Year","Females","Life expectancy in absolute value at birth","81.6",""
"2019","Italy","Year","Males","Healthy life years in absolute value at birth","68.1",""
"2019","Italy","Year","Males","Life expectancy in absolute value at birth","81.4",""
"2019","Italy","Year","Females","Healthy life years in absolute value at birth","68.6",""
"2019","Italy","Year","Females","Life expectancy in absolute value at birth","85.8",""
"2019","Cyprus","Year","Males","Healthy life years in absolute value at birth","62.1",""
"2019","Cyprus","Year","Males","Life expectancy in absolute value at birth","80.3",""
"2019","Cyprus","Year","Females","Healthy life years in absolute value at birth","63.0",""
"2019","Cyprus","Year","Females","Life expectancy in absolute value at birth","84.4",""
"2019","Latvia","Year","Males","Healthy life years in absolute value at birth","52.2",""
"2019","Latvia","Year","Males","Life expectancy in absolute value at birth","70.9",""
"2019","Latvia","Year","Females","Healthy life years in absolute value at birth","54.1",""
"2019","Latvia","Year","Females","Life expectancy in absolute value at birth","80.1",""
"2019","Lithuania","Year","Males","Healthy life years in absolute value at birth","56.0",""
"2019","Lithuania","Year","Males","Life expectancy in absolute value at birth","71.6",""
"2019","Lithuania","Year","Females","Healthy life years in absolute value at birth","59.1",""
"2019","Lithuania","Year","Females","Life expectancy in absolute value at birth","81.2",""
"2019","Luxembourg","Year","Males","Healthy life years in absolute value at birth","63.2",""
"2019","Luxembourg","Year","Males","Life expectancy in absolute value at birth","80.2",""
"2019","Luxembourg","Year","Females","Healthy life years in absolute value at birth","61.9",""
"2019","Luxembourg","Year","Females","Life expectancy in absolute value at birth","85.2",""
"2019","Hungary","Year","Males","Healthy life years in absolute value at birth","60.7",""
"2019","Hungary","Year","Males","Life expectancy in absolute value at birth","73.1",""
"2019","Hungary","Year","Females","Healthy life years in absolute value at birth","62.8",""
"2019","Hungary","Year","Females","Life expectancy in absolute value at birth","79.7",""
"2019","Malta","Year","Males","Healthy life years in absolute value at birth","72.9",""
"2019","Malta","Year","Males","Life expectancy in absolute value at birth","81.2",""
"2019","Malta","Year","Females","Healthy life years in absolute value at birth","73.5",""
"2019","Malta","Year","Females","Life expectancy in absolute value at birth","84.6",""
"2019","Netherlands","Year","Males","Healthy life years in absolute value at birth","62.5",""
"2019","Netherlands","Year","Males","Life expectancy in absolute value at birth","80.6",""
"2019","Netherlands","Year","Females","Healthy life years in absolute value at birth","59.4",""
"2019","Netherlands","Year","Females","Life expectancy in absolute value at birth","83.7",""
"2019","Austria","Year","Males","Healthy life years in absolute value at birth","56.7",""
"2019","Austria","Year","Males","Life expectancy in absolute value at birth","79.7",""
"2019","Austria","Year","Females","Healthy life years in absolute value at birth","58.0",""
"2019","Austria","Year","Females","Life expectancy in absolute value at birth","84.2",""
"2019","Poland","Year","Males","Healthy life years in absolute value at birth","60.9",""
"2019","Poland","Year","Males","Life expectancy in absolute value at birth","74.1",""
"2019","Poland","Year","Females","Healthy life years in absolute value at birth","64.1",""
"2019","Poland","Year","Females","Life expectancy in absolute value at birth","81.9",""
"2019","Portugal","Year","Males","Healthy life years in absolute value at birth","60.6",""
"2019","Portugal","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2019","Portugal","Year","Females","Healthy life years in absolute value at birth","57.8",""
"2019","Portugal","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2019","Romania","Year","Males","Healthy life years in absolute value at birth","59.9",""
"2019","Romania","Year","Males","Life expectancy in absolute value at birth","71.9",""
"2019","Romania","Year","Females","Healthy life years in absolute value at birth","60.6",""
"2019","Romania","Year","Females","Life expectancy in absolute value at birth","79.5",""
"2019","Slovenia","Year","Males","Healthy life years in absolute value at birth","60.8",""
"2019","Slovenia","Year","Males","Life expectancy in absolute value at birth","78.7",""
"2019","Slovenia","Year","Females","Healthy life years in absolute value at birth","61.2",""
"2019","Slovenia","Year","Females","Life expectancy in absolute value at birth","84.5",""
"2019","Slovakia","Year","Males","Healthy life years in absolute value at birth","56.0",""
"2019","Slovakia","Year","Males","Life expectancy in absolute value at birth","74.3",""
"2019","Slovakia","Year","Females","Healthy life years in absolute value at birth","56.3",""
"2019","Slovakia","Year","Females","Life expectancy in absolute value at birth","81.2",""
"2019","Finland","Year","Males","Healthy life years in absolute value at birth","57.7",""
"2019","Finland","Year","Males","Life expectancy in absolute value at birth","79.3",""
"2019","Finland","Year","Females","Healthy life years in absolute value at birth","54.8",""
"2019","Finland","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2019","Sweden","Year","Males","Healthy life years in absolute value at birth","73.8",""
"2019","Sweden","Year","Males","Life expectancy in absolute value at birth","81.5",""
"2019","Sweden","Year","Females","Healthy life years in absolute value at birth","72.7",""
"2019","Sweden","Year","Females","Life expectancy in absolute value at birth","84.8",""
"2019","Iceland","Year","Males","Healthy life years in absolute value at birth",":",""
"2019","Iceland","Year","Males","Life expectancy in absolute value at birth","81.7",""
"2019","Iceland","Year","Females","Healthy life years in absolute value at birth",":",""
"2019","Iceland","Year","Females","Life expectancy in absolute value at birth","84.7",""
"2019","Norway","Year","Males","Healthy life years in absolute value at birth","71.2",""
"2019","Norway","Year","Males","Life expectancy in absolute value at birth","81.3",""
"2019","Norway","Year","Females","Healthy life years in absolute value at birth","68.1",""
